fecha de inicio :	2022-02-17
hora de inicio :	13:55:45,20523
tasa de muestreo :	100 Hz
	
tiempo desde inicio (s)	voltaje (V)
0,00000	0,20996
0,01005	0,22461
0,02011	0,21973
0,03016	0,21973
0,04021	0,21973
0,05026	0,21973
0,06032	0,21973
0,07037	0,22461
0,08042	0,21973
0,09047	0,21973
0,10053	0,21973
0,11058	0,21973
0,12063	0,22461
0,13069	0,22461
0,14074	0,20996
0,15079	0,22461
0,16084	0,21973
0,17090	0,21484
0,18095	0,21973
0,19100	0,22461
0,20105	0,22461
0,21111	0,22461
0,22116	0,22461
0,23121	0,21973
0,24126	0,21973
0,25132	0,22949
0,26137	0,21973
0,27142	0,22461
0,28148	0,21973
0,29153	0,22461
0,30158	0,21973
0,31163	0,21484
0,32169	0,23438
0,33174	0,21973
0,34179	0,22461
0,35184	0,22461
0,36190	0,22461
0,37195	0,21973
0,38200	0,22461
0,39206	0,21973
0,40211	0,21973
0,41216	0,21973
0,42221	0,21973
0,43227	0,22461
0,44232	0,21973
0,45237	0,22949
0,46242	0,22461
0,47248	0,22949
0,48253	0,22461
0,49258	0,21973
0,50264	0,21973
0,51269	0,22461
0,52274	0,21973
0,53279	0,21973
0,54285	0,22461
0,55290	0,22461
0,56295	0,21973
0,57300	0,23438
0,58306	0,21484
0,59311	0,22461
0,60316	0,22949
0,61321	0,21973
0,62327	0,21973
0,63332	0,21484
0,64337	0,22461
0,65343	0,22461
0,66348	0,22949
0,67353	0,22949
0,68358	0,22461
0,69364	0,22949
0,70369	0,21973
0,71374	0,21484
0,72379	0,22461
0,73385	0,21973
0,74390	0,22461
0,75395	0,20996
0,76401	0,21973
0,77406	0,22461
0,78411	0,21973
0,79416	0,21973
0,80422	0,22949
0,81427	0,21973
0,82432	0,22949
0,83437	0,22949
0,84443	0,21484
0,85448	0,21973
0,86453	0,21973
0,87459	0,21973
0,88464	0,21484
0,89469	0,22461
0,90474	0,22949
0,91480	0,22461
0,92485	0,21973
0,93490	0,21973
0,94495	0,21973
0,95501	0,22461
0,96506	0,22461
0,97511	0,22461
0,98516	0,22461
0,99522	0,21973
1,00527	0,21973
1,01532	0,21973
1,02538	0,22461
1,03543	0,21484
1,04548	0,22949
1,05553	0,22949
1,06559	0,22461
1,07564	0,22461
1,08569	0,21973
1,09574	0,22461
1,10580	0,22461
1,11585	0,21973
1,12590	0,21973
1,13596	0,21973
1,14601	0,22461
1,15606	0,21973
