fecha de inicio :	2022-02-17
hora de inicio :	13:03:45,01522
tasa de muestreo :	100 Hz
	
tiempo desde inicio (s)	voltaje (V)
0,00000	0,46875
0,01010	0,46387
0,02019	0,46387
0,03029	0,46387
0,04038	0,46875
0,05048	0,46875
0,06057	0,46387
0,07067	0,46387
0,08076	0,46875
0,09086	0,46387
0,10095	0,45898
0,11105	0,46387
0,12114	0,46387
0,13124	0,46387
0,14133	0,46387
0,15143	0,46387
0,16152	0,46875
0,17162	0,46875
0,18171	0,45898
0,19181	0,46875
0,20190	0,46875
0,21200	0,46387
0,22209	0,46875
0,23219	0,46387
0,24228	0,46387
0,25238	0,46875
0,26247	0,46387
0,27257	0,47363
0,28267	0,46387
0,29276	0,46387
0,30286	0,46875
0,31295	0,45898
0,32305	0,46387
0,33314	0,47363
0,34324	0,45898
0,35333	0,46387
0,36343	0,46875
0,37352	0,46387
0,38362	0,46875
0,39371	0,46387
0,40381	0,45898
0,41390	0,46387
0,42400	0,46387
0,43409	0,45898
0,44419	0,46387
0,45428	0,46387
0,46438	0,46387
0,47447	0,46387
0,48457	0,46387
0,49466	0,46387
0,50476	0,46875
0,51485	0,46875
0,52495	0,46387
0,53504	0,45898
0,54514	0,46387
0,55523	0,46387
0,56533	0,46875
0,57543	0,46875
0,58552	0,46387
0,59562	0,46387
0,60571	0,47363
0,61581	0,45898
0,62590	0,46387
0,63600	0,46387
0,64609	0,46875
0,65619	0,46875
0,66628	0,46387
0,67638	0,47363
0,68647	0,46387
0,69657	0,46875
0,70666	0,46875
0,71676	0,45898
0,72685	0,46387
0,73695	0,46387
0,74704	0,46387
0,75714	0,46387
0,76723	0,46875
0,77733	0,46875
0,78742	0,45898
0,79752	0,46387
0,80761	0,46387
0,81771	0,46875
0,82780	0,46387
0,83790	0,47363
0,84800	0,46875
0,85809	0,46387
0,86819	0,46387
0,87828	0,46875
0,88838	0,46387
0,89847	0,46387
0,90857	0,46387
0,91866	0,46387
0,92876	0,46387
0,93885	0,46387
0,94895	0,46387
0,95904	0,46875
0,96914	0,46387
0,97923	0,46387
0,98933	0,46875
0,99942	0,46387
1,00952	0,46387
1,01961	0,46387
1,02971	0,46875
1,03980	0,45898
1,04990	0,46387
1,05999	0,46387
1,07009	0,46875
1,08018	0,47363
1,09028	0,46387
1,10037	0,46387
1,11047	0,46387
1,12057	0,45410
1,13066	0,46387
1,14076	0,47363
1,15085	0,46387
1,16095	0,46387
1,17104	0,46387
1,18114	0,46387
1,19123	0,46387
1,20133	0,45898
1,21142	0,46387
1,22152	0,45410
1,23161	0,46875
1,24171	0,46387
1,25180	0,46875
1,26190	0,47363
1,27199	0,46387
1,28209	0,46387
1,29218	0,46387
1,30228	0,46875
1,31237	0,46387
1,32247	0,46875
1,33256	0,46387
1,34266	0,46387
1,35275	0,45898
1,36285	0,46387
1,37294	0,47363
1,38304	0,45898
1,39313	0,46387
1,40323	0,46875
1,41333	0,46875
1,42342	0,46875
1,43352	0,46387
1,44361	0,46875
1,45371	0,46387
1,46380	0,46875
1,47390	0,46387
1,48399	0,45898
