Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
3411,"80,131k",3411,"57,673k",3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,"3,482k",3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,0,3411,"2,7k",3411,"2,3k"
3412,"80,372k",3412,"58,052k",3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,"3,559k",3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,0,3412,"2,7k",3412,"2,3k"
3413,"80,083k",3413,"57,79k",3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,"3,511k",3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,0,3413,"2,7k",3413,"2,3k"
3414,"80,078k",3414,"58,173k",3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,"3,516k",3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,0,3414,"2,7k",3414,"2,3k"
3415,"80,219k",3415,"58,069k",3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,"3,693k",3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,0,3415,"2,7k",3415,"2,3k"
3416,"79,756k",3416,"58,072k",3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,"3,537k",3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,0,3416,"2,7k",3416,"2,3k"
3417,"79,551k",3417,"58,372k",3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,"3,486k",3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,0,3417,"2,7k",3417,"2,3k"
3418,"79,366k",3418,"58,09k",3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,"3,583k",3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,0,3418,"2,7k",3418,"2,3k"
3419,"80,773k",3419,"58,068k",3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,"3,475k",3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,0,3419,"2,7k",3419,"2,3k"
3420,"79,624k",3420,"58,211k",3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,"3,453k",3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,0,3420,"2,7k",3420,"2,3k"
3421,"79,684k",3421,"58,069k",3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,"3,529k",3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,0,3421,"2,7k",3421,"2,3k"
3422,"79,752k",3422,"58,068k",3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,"3,513k",3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,0,3422,"2,7k",3422,"2,3k"
3423,"80,219k",3423,"57,93k",3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,"3,556k",3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,0,3423,"2,7k",3423,"2,3k"
3424,"80,074k",3424,"57,825k",3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,"3,602k",3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,0,3424,"2,7k",3424,"2,3k"
3425,"80,354k",3425,"57,85k",3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,"3,575k",3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,0,3425,"2,7k",3425,"2,3k"
