t (s) - HBT Measurement,Start-Stop Historam (events per second) - HBT Measurement
0,0.0952399
"176,367p",0.38096
"352,734p",0.26191
"529,101p",0.28572
"705,467p",0.28572
"881,834p",0.2381
"1,0582n",0.500009
"1,23457n",0.35715
"1,41093n",0.619059
"1,5873n",0.642869
"1,76367n",0.738109
"1,94004n",0.547629
"2,1164n",1.07145
"2,29277n",1.14288
"2,46914n",1.6667
"2,6455n",2.16671
"2,82187n",2.64291
"2,99824n",3.64293
"3,1746n",5.28581
"3,35097n",8.26206
"3,52734n",13.1193
"3,7037n",19.6194
"3,88007n",29.7387
"4,05644n",38.4293
"4,2328n",43.5246
"4,40917n",36.334
"4,58554n",26.4291
"4,7619n",15.8812
"4,93827n",8.04777
"5,11464n",3.92864
"5,29101n",2.381
"5,46737n",1.40479
"5,64374n",0.619059
"5,82011n",0.35715
"5,99647n",0.26191
"6,17284n",0.26191
"6,34921n",0.428579
"6,52557n",0.26191
"6,70194n",0.28572
"6,87831n",0.28572
"7,05467n",0.33334
"7,23104n",0.2381
"7,40741n",0.33334
"7,58377n",0.30953
"7,76014n",0.2381
"7,93651n",0.2381
"8,11287n",0.28572
"8,28924n",0.30953
"8,46561n",0.30953
"8,64198n",0.19048
"8,81834n",0.33334
"8,99471n",0.26191
"9,17108n",0.16667
"9,34744n",0.2381
"9,52381n",0.38096
"9,70018n",0.2381
"9,87654n",0.16667
