t (s) - HBT Measurement,Start-Stop Historam (events per second) - HBT Measurement
0,4.20652
"176,367p",16.7597
"352,734p",16.1398
"529,101p",16.3612
"705,467p",16.3612
"881,834p",17.2246
"1,0582n",16.8482
"1,23457n",16.2505
"1,41093n",16.9368
"1,5873n",17.136
"1,76367n",17.0253
"1,94004n",16.8261
"2,1164n",17.446
"2,29277n",19.505
"2,46914n",21.1876
"2,6455n",23.6672
"2,82187n",29.0471
"2,99824n",37.0395
"3,1746n",46.4931
"3,35097n",62.5001
"3,52734n",76.4037
"3,7037n",95.6652
"3,88007n",114.085
"4,05644n",130.535
"4,2328n",133.457
"4,40917n",123.229
"4,58554n",103.37
"4,7619n",82.5585
"4,93827n",60.2861
"5,11464n",46.3382
"5,29101n",33.2758
"5,46737n",25.3055
"5,64374n",19.2836
"5,82011n",17.5346
"5,99647n",16.2947
"6,17284n",16.4497
"6,34921n",16.9368
"6,52557n",15.4534
"6,70194n",17.2246
"6,87831n",16.494
"7,05467n",16.8039
"7,23104n",16.7375
"7,40741n",16.2947
"7,58377n",15.3206
"7,76014n",16.8261
"7,93651n",15.3427
"8,11287n",14.8335
"8,28924n",15.6527
"8,46561n",15.0106
"8,64198n",16.3169
"8,81834n",15.4313
"8,99471n",16.0069
"9,17108n",15.7855
"9,34744n",15.7412
"9,52381n",15.9848
"9,70018n",15.1656
"9,87654n",15.697
