Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
5279,"70,213k",5279,"54,827k",5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,41,5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,0,5279,"2,7k",5279,"2,3k"
5280,"70,303k",5280,"55,101k",5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,48,5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,0,5280,"2,7k",5280,"2,3k"
5281,"69,93k",5281,"55,08k",5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,43,5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,0,5281,"2,7k",5281,"2,3k"
5282,"70,161k",5282,"54,904k",5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,32,5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,0,5282,"2,7k",5282,"2,3k"
5283,"70,095k",5283,"55,319k",5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,48,5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,0,5283,"2,7k",5283,"2,3k"
5284,"70,094k",5284,"54,97k",5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,47,5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,0,5284,"2,7k",5284,"2,3k"
5285,"70,15k",5285,"54,919k",5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,45,5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,0,5285,"2,7k",5285,"2,3k"
5286,"69,544k",5286,"54,791k",5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,38,5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,0,5286,"2,7k",5286,"2,3k"
5287,"70,194k",5287,"54,796k",5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,53,5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,0,5287,"2,7k",5287,"2,3k"
5288,"69,49k",5288,"54,93k",5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,43,5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,0,5288,"2,7k",5288,"2,3k"
5289,"70,224k",5289,"54,648k",5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,42,5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,0,5289,"2,7k",5289,"2,3k"
5290,"69,814k",5290,"54,77k",5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,47,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,0,5290,"2,7k",5290,"2,3k"
5291,"69,311k",5291,"54,524k",5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,43,5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,0,5291,"2,7k",5291,"2,3k"
5292,"69,36k",5292,"54,534k",5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,41,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,0,5292,"2,7k",5292,"2,3k"
5293,"69,483k",5293,"54,93k",5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,53,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,0,5293,"2,7k",5293,"2,3k"
5294,"69,459k",5294,"54,236k",5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,40,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,0,5294,"2,7k",5294,"2,3k"
5295,"69,302k",5295,"54,8k",5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,43,5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,0,5295,"2,7k",5295,"2,3k"
5296,"69,849k",5296,"54,815k",5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,53,5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,0,5296,"2,7k",5296,"2,3k"
5297,"69,615k",5297,"55,014k",5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,53,5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,0,5297,"2,7k",5297,"2,3k"
5298,"69,523k",5298,"55,117k",5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,50,5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,0,5298,"2,7k",5298,"2,3k"
5299,"69,288k",5299,"54,471k",5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,39,5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,0,5299,"2,7k",5299,"2,3k"
5300,"69,504k",5300,"54,802k",5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,43,5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,0,5300,"2,7k",5300,"2,3k"
5301,"69,489k",5301,"54,699k",5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,62,5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,0,5301,"2,7k",5301,"2,3k"
5302,"69,259k",5302,"54,358k",5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,40,5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,0,5302,"2,7k",5302,"2,3k"
