Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
5178,"79,144k",5178,"74,3k",5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,"3,547k",5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,0,5178,"2,7k",5178,"2,3k"
5179,"79,24k",5179,"73,589k",5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,"3,559k",5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,0,5179,"2,7k",5179,"2,3k"
5180,"79,463k",5180,"73,741k",5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,"3,516k",5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,0,5180,"2,7k",5180,"2,3k"
5181,"79,536k",5181,"74,121k",5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,"3,556k",5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,0,5181,"2,7k",5181,"2,3k"
5182,"79,875k",5182,"73,364k",5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,"3,599k",5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,0,5182,"2,7k",5182,"2,3k"
5183,"79,237k",5183,"73,711k",5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,"3,587k",5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,0,5183,"2,7k",5183,"2,3k"
5184,"79,2k",5184,"73,484k",5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,"3,515k",5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,0,5184,"2,7k",5184,"2,3k"
5185,"79,809k",5185,"73,895k",5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,"3,513k",5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,0,5185,"2,7k",5185,"2,3k"
5186,"79,932k",5186,"73,825k",5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,"3,51k",5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,0,5186,"2,7k",5186,"2,3k"
5187,"79,705k",5187,"73,824k",5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,"3,613k",5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,0,5187,"2,7k",5187,"2,3k"
