Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
4838,"164,148k",4838,"151,142k",4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,"7,224k",4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,0,4838,"2,7k",4838,"2,3k"
4839,"163,788k",4839,"151,288k",4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,"7,148k",4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,0,4839,"2,7k",4839,"2,3k"
4840,"162,862k",4840,"151,276k",4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,"7,403k",4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,0,4840,"2,7k",4840,"2,3k"
4841,"163,07k",4841,"151,754k",4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,"7,266k",4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,0,4841,"2,7k",4841,"2,3k"
4842,"163,763k",4842,"151,051k",4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,"7,219k",4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,0,4842,"2,7k",4842,"2,3k"
4843,"164,391k",4843,"151,457k",4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,"7,351k",4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,0,4843,"2,7k",4843,"2,3k"
4844,"163,537k",4844,"151,353k",4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,"7,053k",4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,0,4844,"2,7k",4844,"2,3k"
4845,"163,076k",4845,"150,947k",4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,"7,096k",4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,0,4845,"2,7k",4845,"2,3k"
4846,"163,115k",4846,"151,051k",4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,"7,292k",4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,0,4846,"2,7k",4846,"2,3k"
4847,"163,563k",4847,"151,495k",4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,"7,254k",4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,0,4847,"2,7k",4847,"2,3k"
4848,"164,03k",4848,"152,678k",4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,"7,276k",4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,0,4848,"2,7k",4848,"2,3k"
4849,"163,95k",4849,"151,137k",4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,"7,193k",4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,0,4849,"2,7k",4849,"2,3k"
4850,"163,564k",4850,"151,415k",4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,"7,369k",4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,0,4850,"2,7k",4850,"2,3k"
4851,"163,49k",4851,"151,861k",4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,"7,192k",4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,0,4851,"2,7k",4851,"2,3k"
4852,"163,529k",4852,"151,968k",4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,"7,235k",4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,0,4852,"2,7k",4852,"2,3k"
4853,"163,331k",4853,"151,027k",4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,"7,255k",4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,0,4853,"2,7k",4853,"2,3k"
4854,"163,733k",4854,"151,497k",4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,"7,108k",4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,0,4854,"2,7k",4854,"2,3k"
4855,"164,098k",4855,"151,662k",4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,"7,211k",4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,0,4855,"2,7k",4855,"2,3k"
4856,"163,151k",4856,"151,311k",4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,"7,135k",4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,0,4856,"2,7k",4856,"2,3k"
4857,"163,785k",4857,"151,717k",4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,"7,19k",4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,0,4857,"2,7k",4857,"2,3k"
4858,"164,272k",4858,"151,126k",4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,"7,251k",4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,0,4858,"2,7k",4858,"2,3k"
4859,"164,182k",4859,"151,101k",4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,"7,241k",4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,0,4859,"2,7k",4859,"2,3k"
4860,"164,037k",4860,"151,435k",4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,"7,179k",4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,0,4860,"2,7k",4860,"2,3k"
4861,"163,005k",4861,"152,397k",4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,"7,24k",4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,0,4861,"2,7k",4861,"2,3k"
4862,"163,476k",4862,"151,63k",4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,"7,152k",4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,0,4862,"2,7k",4862,"2,3k"
