fecha de inicio :	2022-02-17
hora de inicio :	13:37:43,76414
tasa de muestreo :	100 Hz
	
tiempo desde inicio (s)	voltaje (V)
0,00000	1,28418
0,00999	1,28418
0,01999	1,27930
0,02998	1,27930
0,03998	1,27930
0,04997	1,27441
0,05996	1,27930
0,06996	1,27930
0,07995	1,27930
0,08995	1,27930
0,09994	1,27930
0,10993	1,27930
0,11993	1,28418
0,12992	1,27441
0,13992	1,27930
0,14991	1,27930
0,15991	1,27930
0,16990	1,27930
0,17989	1,28906
0,18989	1,27930
0,19988	1,27930
0,20988	1,27441
0,21987	1,28418
0,22986	1,28418
0,23986	1,27930
0,24985	1,27930
0,25985	1,27930
0,26984	1,27930
0,27983	1,27930
0,28983	1,28418
0,29982	1,27441
0,30982	1,27930
0,31981	1,28418
0,32980	1,27441
0,33980	1,27930
0,34979	1,27930
0,35979	1,27441
0,36978	1,28418
0,37977	1,27930
0,38977	1,27930
0,39976	1,27930
0,40976	1,27930
0,41975	1,27930
0,42974	1,27930
0,43974	1,27930
0,44973	1,27441
0,45973	1,27930
0,46972	1,27930
0,47972	1,28418
0,48971	1,28418
0,49970	1,27930
0,50970	1,28418
0,51969	1,27930
0,52969	1,27441
0,53968	1,28418
0,54967	1,27930
0,55967	1,28418
0,56966	1,28418
0,57966	1,27930
0,58965	1,28418
0,59964	1,27930
0,60964	1,28418
0,61963	1,27930
0,62963	1,27441
0,63962	1,27930
0,64961	1,27930
0,65961	1,27930
0,66960	1,27930
0,67960	1,27930
0,68959	1,28418
0,69958	1,27930
0,70958	1,27930
0,71957	1,27930
0,72957	1,27930
0,73956	1,27930
0,74956	1,27441
0,75955	1,27930
0,76954	1,27930
0,77954	1,27930
0,78953	1,28418
0,79953	1,28418
0,80952	1,27930
0,81951	1,28418
0,82951	1,27441
0,83950	1,28418
0,84950	1,27930
0,85949	1,28418
0,86948	1,27930
0,87948	1,27930
0,88947	1,27930
0,89947	1,27930
0,90946	1,27441
0,91945	1,27441
0,92945	1,28418
0,93944	1,27930
0,94944	1,27930
0,95943	1,28906
0,96942	1,27930
0,97942	1,28418
0,98941	1,27441
0,99941	1,28418
1,00940	1,28418
1,01940	1,27930
1,02939	1,27441
1,03938	1,28418
1,04938	1,28906
1,05937	1,28418
1,06937	1,28418
1,07936	1,27930
1,08935	1,28418
1,09935	1,27930
1,10934	1,27441
1,11934	1,27930
1,12933	1,27930
1,13932	1,27930
1,14932	1,27930
1,15931	1,27441
1,16931	1,28418
1,17930	1,27930
1,18929	1,27930
1,19929	1,28418
1,20928	1,28418
1,21928	1,27930
1,22927	1,27930
1,23926	1,27930
1,24926	1,27930
1,25925	1,28418
1,26925	1,27930
1,27924	1,27930
1,28923	1,28418
1,29923	1,28418
1,30922	1,27930
1,31922	1,28906
1,32921	1,27930
1,33921	1,27930
1,34920	1,27930
1,35919	1,27930
1,36919	1,27930
1,37918	1,28418
1,38918	1,27930
1,39917	1,27930
1,40916	1,27441
1,41916	1,28906
1,42915	1,27930
1,43915	1,27441
1,44914	1,28418
1,45913	1,27930
1,46913	1,27441
1,47912	1,28418
1,48912	1,27930
1,49911	1,28418
1,50910	1,27930
1,51910	1,28418
1,52909	1,27930
1,53909	1,28418
1,54908	1,27930
1,55907	1,27930
1,56907	1,27930
1,57906	1,27441
1,58906	1,27930
1,59905	1,27930
1,60905	1,28418
1,61904	1,28418
1,62903	1,27930
1,63903	1,28418
1,64902	1,27930
1,65902	1,28418
1,66901	1,28418
1,67900	1,28418
1,68900	1,28418
1,69899	1,27930
1,70899	1,28418
1,71898	1,27930
1,72897	1,28418
1,73897	1,27930
1,74896	1,28418
1,75896	1,27930
1,76895	1,28418
1,77894	1,27930
1,78894	1,28418
1,79893	1,27930
1,80893	1,27930
1,81892	1,27441
1,82891	1,27930
1,83891	1,27930
1,84890	1,28906
1,85890	1,27930
1,86889	1,28418
1,87889	1,28418
