fecha de inicio :	2022-02-17
hora de inicio :	12:49:51,30418
tasa de muestreo :	100 Hz
	
tiempo desde inicio (s)	voltaje (V)
0,00000	1,25000
0,01016	1,25000
0,02032	1,24512
0,03049	1,24512
0,04065	1,25000
0,05081	1,24512
0,06097	1,23535
0,07114	1,24512
0,08130	1,24512
0,09146	1,24512
0,10162	1,25977
0,11178	1,24512
0,12195	1,24512
0,13211	1,25000
0,14227	1,24023
0,15243	1,25000
0,16259	1,24512
0,17276	1,24512
0,18292	1,24512
0,19308	1,24512
0,20324	1,24512
0,21341	1,24512
0,22357	1,24512
0,23373	1,24512
0,24389	1,24512
0,25405	1,24512
0,26422	1,24512
0,27438	1,24512
0,28454	1,25488
0,29470	1,24512
0,30487	1,25488
0,31503	1,25000
0,32519	1,25488
0,33535	1,25000
0,34551	1,24512
0,35568	1,25000
0,36584	1,24512
0,37600	1,24512
0,38616	1,25000
0,39632	1,25488
0,40649	1,24512
0,41665	1,25000
0,42681	1,24023
0,43697	1,25000
0,44714	1,24023
0,45730	1,24512
0,46746	1,25000
0,47762	1,24023
0,48778	1,24512
0,49795	1,25000
0,50811	1,25000
0,51827	1,24512
0,52843	1,24512
0,53860	1,24023
0,54876	1,24512
0,55892	1,25000
0,56908	1,24023
0,57924	1,25000
0,58941	1,25000
0,59957	1,24023
0,60973	1,25488
0,61989	1,25000
0,63005	1,23535
0,64022	1,25000
0,65038	1,24023
0,66054	1,25000
0,67070	1,25000
0,68087	1,24512
0,69103	1,25000
0,70119	1,24023
0,71135	1,24512
0,72151	1,24512
0,73168	1,24512
0,74184	1,24512
0,75200	1,24023
0,76216	1,24512
0,77233	1,24512
0,78249	1,24023
0,79265	1,25000
0,80281	1,24512
0,81297	1,24512
0,82314	1,24512
0,83330	1,24023
0,84346	1,25000
0,85362	1,24512
0,86378	1,25000
0,87395	1,24512
0,88411	1,24512
0,89427	1,24512
0,90443	1,24512
0,91460	1,24512
0,92476	1,24512
0,93492	1,24512
0,94508	1,24023
0,95524	1,24512
0,96541	1,24023
0,97557	1,24512
0,98573	1,24023
0,99589	1,25000
1,00606	1,24512
1,01622	1,24512
1,02638	1,24512
1,03654	1,25000
1,04670	1,24023
1,05687	1,24023
1,06703	1,24023
1,07719	1,25488
1,08735	1,24512
1,09752	1,24023
1,10768	1,25000
1,11784	1,25000
1,12800	1,25000
1,13816	1,24512
1,14833	1,24512
1,15849	1,24512
1,16865	1,24512
1,17881	1,24512
1,18897	1,25000
1,19914	1,24023
1,20930	1,25000
1,21946	1,25000
1,22962	1,24512
1,23979	1,25000
1,24995	1,25000
1,26011	1,24512
1,27027	1,24512
1,28043	1,24512
1,29060	1,24023
1,30076	1,24512
1,31092	1,25000
1,32108	1,24023
1,33125	1,24512
1,34141	1,24512
1,35157	1,25000
1,36173	1,24512
1,37189	1,24023
1,38206	1,24512
1,39222	1,24512
1,40238	1,24512
1,41254	1,24512
1,42270	1,24512
1,43287	1,24512
1,44303	1,24512
1,45319	1,24512
1,46335	1,24512
1,47352	1,24512
1,48368	1,24023
1,49384	1,24512
1,50400	1,24512
1,51416	1,24512
1,52433	1,25000
1,53449	1,24512
1,54465	1,25488
1,55481	1,24512
1,56498	1,24512
1,57514	1,24512
1,58530	1,24512
1,59546	1,24512
1,60562	1,25000
1,61579	1,25000
1,62595	1,24512
1,63611	1,25488
1,64627	1,25000
1,65643	1,24023
1,66660	1,24023
1,67676	1,24512
1,68692	1,24023
1,69708	1,24512
1,70725	1,24512
1,71741	1,24512
1,72757	1,25000
1,73773	1,24512
1,74789	1,24512
1,75806	1,24512
1,76822	1,24512
1,77838	1,25000
1,78854	1,24512
1,79871	1,24023
1,80887	1,25000
1,81903	1,24512
1,82919	1,24512
1,83935	1,25000
1,84952	1,24023
1,85968	1,25000
1,86984	1,24512
1,88000	1,24512
1,89016	1,24512
1,90033	1,24512
1,91049	1,24512
1,92065	1,25000
1,93081	1,24023
1,94098	1,24512
1,95114	1,24512
1,96130	1,24512
1,97146	1,25488
1,98162	1,24512
1,99179	1,25000
2,00195	1,24023
2,01211	1,24023
2,02227	1,24512
2,03244	1,23535
2,04260	1,24512
2,05276	1,24512
2,06292	1,24512
2,07308	1,24512
2,08325	1,25000
2,09341	1,24023
2,10357	1,24512
2,11373	1,24512
2,12389	1,25000
2,13406	1,24512
2,14422	1,25000
2,15438	1,25000
2,16454	1,25000
2,17471	1,24512
2,18487	1,24023
2,19503	1,25000
2,20519	1,24512
2,21535	1,24023
2,22552	1,24512
2,23568	1,24023
2,24584	1,24512
2,25600	1,24512
2,26617	1,24023
2,27633	1,24512
2,28649	1,24023
2,29665	1,24512
2,30681	1,24023
2,31698	1,24512
2,32714	1,25000
2,33730	1,24512
2,34746	1,24512
2,35762	1,25000
2,36779	1,24512
2,37795	1,24512
2,38811	1,24512
2,39827	1,25000
2,40844	1,24512
2,41860	1,24023
2,42876	1,24512
2,43892	1,24512
2,44908	1,24512
2,45925	1,24512
2,46941	1,24023
2,47957	1,24023
2,48973	1,24512
2,49990	1,24512
2,51006	1,24512
2,52022	1,25000
2,53038	1,24512
2,54054	1,25000
2,55071	1,24512
2,56087	1,25000
2,57103	1,24512
2,58119	1,24023
2,59135	1,24512
2,60152	1,24512
2,61168	1,25000
2,62184	1,24512
2,63200	1,24023
2,64217	1,24512
2,65233	1,25000
2,66249	1,25000
2,67265	1,24512
2,68281	1,24023
2,69298	1,24512
2,70314	1,24512
2,71330	1,24512
2,72346	1,24023
2,73363	1,24023
2,74379	1,25488
2,75395	1,24512
2,76411	1,25000
2,77427	1,24512
2,78444	1,24023
2,79460	1,24512
2,80476	1,24512
2,81492	1,24023
2,82508	1,25000
2,83525	1,24512
2,84541	1,24512
2,85557	1,24023
2,86573	1,25000
2,87590	1,24512
2,88606	1,24512
2,89622	1,24512
2,90638	1,25000
2,91654	1,24512
2,92671	1,25000
2,93687	1,24512
2,94703	1,25000
2,95719	1,24512
2,96736	1,25000
2,97752	1,24512
2,98768	1,24023
2,99784	1,24512
3,00800	1,24512
3,01817	1,24512
3,02833	1,24023
3,03849	1,24512
3,04865	1,24023
3,05882	1,24512
3,06898	1,24512
3,07914	1,24512
3,08930	1,24512
3,09946	1,24512
3,10963	1,24512
3,11979	1,24512
3,12995	1,24512
3,14011	1,24512
3,15027	1,24512
3,16044	1,24023
3,17060	1,24512
3,18076	1,25000
3,19092	1,24512
3,20109	1,25488
3,21125	1,24512
3,22141	1,24023
3,23157	1,24023
3,24173	1,24512
3,25190	1,24023
3,26206	1,24512
3,27222	1,24023
3,28238	1,24512
3,29255	1,24512
3,30271	1,24023
3,31287	1,24512
3,32303	1,24023
3,33319	1,24512
3,34336	1,24512
3,35352	1,24512
3,36368	1,25000
3,37384	1,25000
3,38400	1,24023
3,39417	1,25000
3,40433	1,24512
3,41449	1,24512
3,42465	1,24512
3,43482	1,24023
3,44498	1,24023
3,45514	1,25000
3,46530	1,24512
3,47546	1,24512
3,48563	1,24512
3,49579	1,24512
3,50595	1,24512
3,51611	1,24512
3,52628	1,25000
3,53644	1,24512
3,54660	1,24512
3,55676	1,25488
3,56692	1,24512
3,57709	1,24512
3,58725	1,24512
3,59741	1,24512
3,60757	1,24512
3,61773	1,24512
3,62790	1,24512
3,63806	1,24512
3,64822	1,24512
3,65838	1,24512
3,66855	1,25000
3,67871	1,24023
3,68887	1,24512
3,69903	1,24512
3,70919	1,25000
3,71936	1,25000
3,72952	1,24512
3,73968	1,25000
3,74984	1,24512
3,76001	1,24512
3,77017	1,25000
3,78033	1,24512
3,79049	1,24512
3,80065	1,25000
3,81082	1,24512
3,82098	1,25000
3,83114	1,24512
3,84130	1,25000
3,85146	1,24512
3,86163	1,24023
3,87179	1,24512
3,88195	1,24512
3,89211	1,24512
3,90228	1,24512
3,91244	1,24512
3,92260	1,24023
3,93276	1,24023
3,94292	1,25000
3,95309	1,24512
3,96325	1,24512
3,97341	1,24512
3,98357	1,24023
3,99374	1,25488
4,00390	1,24512
4,01406	1,24023
4,02422	1,24512
4,03438	1,24512
4,04455	1,24512
4,05471	1,24512
4,06487	1,24512
4,07503	1,24512
4,08519	1,24512
4,09536	1,25000
4,10552	1,24512
4,11568	1,25000
4,12584	1,24512
4,13601	1,24512
4,14617	1,24512
4,15633	1,25000
4,16649	1,25000
4,17665	1,25000
4,18682	1,24023
4,19698	1,24512
4,20714	1,25000
4,21730	1,24023
4,22747	1,25000
4,23763	1,25000
4,24779	1,24512
4,25795	1,24512
4,26811	1,24023
4,27828	1,24512
4,28844	1,24512
4,29860	1,24512
4,30876	1,25488
4,31892	1,24512
4,32909	1,24512
4,33925	1,25000
4,34941	1,24512
4,35957	1,24512
4,36974	1,25000
4,37990	1,25000
4,39006	1,24512
4,40022	1,24512
4,41038	1,24512
4,42055	1,24023
4,43071	1,24512
4,44087	1,24512
4,45103	1,24512
4,46120	1,24512
4,47136	1,25000
4,48152	1,24512
4,49168	1,24512
4,50184	1,24512
4,51201	1,24512
4,52217	1,24023
4,53233	1,24512
4,54249	1,24512
4,55265	1,24512
4,56282	1,24512
4,57298	1,24512
4,58314	1,24512
4,59330	1,25000
4,60347	1,25000
4,61363	1,24512
4,62379	1,25000
4,63395	1,24512
4,64411	1,25000
4,65428	1,25000
4,66444	1,25000
4,67460	1,24512
4,68476	1,25488
4,69493	1,24023
4,70509	1,24512
4,71525	1,24512
4,72541	1,25000
4,73557	1,25000
4,74574	1,24023
4,75590	1,25000
4,76606	1,24512
4,77622	1,25000
4,78638	1,24512
4,79655	1,24512
4,80671	1,24512
4,81687	1,24023
4,82703	1,25000
4,83720	1,24512
4,84736	1,24023
4,85752	1,25000
4,86768	1,24512
4,87784	1,24512
4,88801	1,24512
4,89817	1,24512
4,90833	1,24512
4,91849	1,25000
4,92866	1,24512
4,93882	1,24512
4,94898	1,24512
4,95914	1,24512
4,96930	1,24512
4,97947	1,24512
4,98963	1,25000
4,99979	1,24512
5,00995	1,24023
5,02012	1,24512
5,03028	1,24023
5,04044	1,24512
5,05060	1,24512
5,06076	1,24512
5,07093	1,24512
5,08109	1,24512
5,09125	1,25000
5,10141	1,25000
5,11157	1,24512
5,12174	1,24512
5,13190	1,24023
5,14206	1,25000
5,15222	1,24512
5,16239	1,24023
5,17255	1,25000
5,18271	1,24512
5,19287	1,25000
5,20303	1,24512
5,21320	1,24512
5,22336	1,24512
5,23352	1,24023
5,24368	1,24512
5,25385	1,24512
5,26401	1,24023
5,27417	1,25000
5,28433	1,24023
5,29449	1,25000
5,30466	1,24512
5,31482	1,24023
5,32498	1,24512
5,33514	1,25000
5,34530	1,24512
5,35547	1,24512
5,36563	1,24512
5,37579	1,24512
5,38595	1,24512
5,39612	1,24512
5,40628	1,24512
5,41644	1,24512
5,42660	1,24512
5,43676	1,25000
5,44693	1,24512
5,45709	1,25000
5,46725	1,24512
5,47741	1,24512
5,48758	1,24512
5,49774	1,25000
5,50790	1,24512
5,51806	1,24512
5,52822	1,24512
5,53839	1,24512
5,54855	1,25000
5,55871	1,24512
5,56887	1,25000
5,57903	1,24512
5,58920	1,25977
5,59936	1,24023
5,60952	1,25000
5,61968	1,25488
5,62985	1,25000
5,64001	1,25488
5,65017	1,24512
5,66033	1,24512
5,67049	1,25000
5,68066	1,23535
5,69082	1,25000
5,70098	1,23535
5,71114	1,24512
5,72131	1,24512
5,73147	1,24512
5,74163	1,25000
5,75179	1,24512
5,76195	1,24512
5,77212	1,24512
5,78228	1,25488
5,79244	1,25000
5,80260	1,24512
5,81276	1,24512
5,82293	1,25000
5,83309	1,24512
5,84325	1,24512
5,85341	1,25000
5,86358	1,24512
5,87374	1,24023
5,88390	1,25000
5,89406	1,24512
5,90422	1,24512
5,91439	1,24512
5,92455	1,24512
5,93471	1,24023
5,94487	1,25000
5,95504	1,25488
5,96520	1,25000
5,97536	1,25000
5,98552	1,24512
5,99568	1,24512
6,00585	1,25000
6,01601	1,25000
6,02617	1,24512
6,03633	1,24023
6,04649	1,24512
6,05666	1,25977
6,06682	1,24512
6,07698	1,24512
6,08714	1,24512
6,09731	1,24512
6,10747	1,25000
6,11763	1,24512
6,12779	1,25000
6,13795	1,25000
6,14812	1,24512
6,15828	1,24512
6,16844	1,24512
6,17860	1,25000
6,18877	1,25488
6,19893	1,24512
6,20909	1,24512
6,21925	1,24512
6,22941	1,24512
6,23958	1,24512
6,24974	1,24023
6,25990	1,25488
6,27006	1,24023
6,28022	1,24512
6,29039	1,24512
6,30055	1,25000
6,31071	1,24512
6,32087	1,24512
6,33104	1,24023
6,34120	1,25000
6,35136	1,24512
6,36152	1,24512
6,37168	1,25000
6,38185	1,24023
6,39201	1,25488
6,40217	1,25000
6,41233	1,24512
6,42250	1,24512
6,43266	1,24512
6,44282	1,25000
6,45298	1,24512
6,46314	1,25000
6,47331	1,25000
6,48347	1,24512
6,49363	1,25000
6,50379	1,24512
6,51395	1,24512
6,52412	1,24512
6,53428	1,24023
6,54444	1,24512
6,55460	1,24512
6,56477	1,24023
6,57493	1,24512
6,58509	1,24023
6,59525	1,24512
6,60541	1,24023
6,61558	1,24512
6,62574	1,25000
6,63590	1,25000
6,64606	1,25000
6,65623	1,24512
6,66639	1,24512
6,67655	1,25000
6,68671	1,25000
6,69687	1,24512
6,70704	1,25000
6,71720	1,24512
6,72736	1,24512
6,73752	1,25000
6,74768	1,24512
6,75785	1,24512
6,76801	1,25000
6,77817	1,24023
6,78833	1,25000
6,79850	1,25488
6,80866	1,24512
6,81882	1,24512
6,82898	1,24512
6,83914	1,25000
6,84931	1,24023
6,85947	1,25000
6,86963	1,24512
6,87979	1,25000
6,88996	1,25000
6,90012	1,24023
6,91028	1,24023
6,92044	1,25000
6,93060	1,24023
6,94077	1,25000
6,95093	1,24512
6,96109	1,24512
6,97125	1,24512
6,98141	1,24512
6,99158	1,24512
7,00174	1,24023
7,01190	1,24023
7,02206	1,25000
7,03223	1,24512
7,04239	1,25000
7,05255	1,24023
7,06271	1,24512
7,07287	1,25000
7,08304	1,25000
7,09320	1,25977
7,10336	1,24512
7,11352	1,24023
7,12369	1,25000
7,13385	1,24023
7,14401	1,25000
7,15417	1,24512
7,16433	1,25000
7,17450	1,25000
7,18466	1,24512
7,19482	1,25000
7,20498	1,25488
7,21515	1,24512
7,22531	1,24512
7,23547	1,24512
7,24563	1,24512
7,25579	1,25000
7,26596	1,24512
7,27612	1,24512
7,28628	1,25000
7,29644	1,24512
7,30660	1,25000
7,31677	1,24512
7,32693	1,24512
7,33709	1,25488
7,34725	1,24512
7,35742	1,24512
7,36758	1,24512
7,37774	1,25000
7,38790	1,24512
7,39806	1,24512
7,40823	1,24512
7,41839	1,24023
7,42855	1,25000
7,43871	1,24512
7,44888	1,24512
7,45904	1,25000
7,46920	1,24512
7,47936	1,25000
7,48952	1,24512
7,49969	1,25000
7,50985	1,25488
7,52001	1,24512
7,53017	1,24512
7,54033	1,24512
7,55050	1,24023
7,56066	1,24512
7,57082	1,24512
7,58098	1,24512
7,59115	1,25000
7,60131	1,24512
7,61147	1,24512
7,62163	1,24512
7,63179	1,24023
7,64196	1,24512
7,65212	1,24023
7,66228	1,24512
7,67244	1,25000
7,68261	1,24023
7,69277	1,25488
7,70293	1,24512
7,71309	1,24512
