t (s) - HBT Measurement,Start-Stop Historam (events per second) - HBT Measurement
0,0.0243898
"176,367p",0.146339
"352,734p",0.0731693
"529,101p",0.121949
"705,467p",0.0975591
"881,834p",0.0243898
"1,0582n",0.0731693
"1,23457n",0.0487796
"1,41093n",0.0243898
"1,5873n",0.0975591
"1,76367n",0.0731693
"1,94004n",0.0487796
"2,1164n",0.195118
"2,29277n",0.0975591
"2,46914n",0.0731693
"2,6455n",0.0975591
"2,82187n",0.121949
"2,99824n",0.121949
"3,1746n",0.0731693
"3,35097n",0.170728
"3,52734n",0.365847
"3,7037n",0.487796
"3,88007n",0.560965
"4,05644n",0.853642
"4,2328n",0.707304
"4,40917n",0.829252
"4,58554n",0.780473
"4,7619n",0.390236
"4,93827n",0.195118
"5,11464n",0.0975591
"5,29101n",0.0731693
"5,46737n",0.0243898
"5,64374n",0.0731693
"5,82011n",0.0731693
"5,99647n",0.0243898
"6,17284n",0.0975591
"6,34921n",0.0975591
"6,52557n",0.121949
"6,70194n",0.121949
"6,87831n",0.0731693
"7,05467n",0.146339
"7,23104n",0.121949
"7,40741n",0.121949
"7,58377n",0.146339
"7,76014n",0.0731693
"7,93651n",0.0243898
"8,11287n",0.0487796
"8,28924n",0.146339
"8,46561n",0.0487796
"8,64198n",0
"8,81834n",0.0731693
"8,99471n",0.0243898
"9,17108n",0.219508
"9,34744n",0.0487796
"9,52381n",0.121949
"9,70018n",0.0487796
"9,87654n",0.0731693
