Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
1726,"289,673k",1726,"231,485k",1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,"1,761k",1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,0,1726,"2,7k",1726,"2,3k"
1727,"288,26k",1727,"232,305k",1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,"1,762k",1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,0,1727,"2,7k",1727,"2,3k"
1728,"287,556k",1728,"231,609k",1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,"1,84k",1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,0,1728,"2,7k",1728,"2,3k"
1729,"288,125k",1729,"230,812k",1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,"1,726k",1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,0,1729,"2,7k",1729,"2,3k"
1730,"288,094k",1730,"231,409k",1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,"1,758k",1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,0,1730,"2,7k",1730,"2,3k"
1731,"288,755k",1731,"230,291k",1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,"1,764k",1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,0,1731,"2,7k",1731,"2,3k"
1732,"288,446k",1732,"230,885k",1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,"1,686k",1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,0,1732,"2,7k",1732,"2,3k"
1733,"286,747k",1733,"230,959k",1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,"1,715k",1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,0,1733,"2,7k",1733,"2,3k"
1734,"287,811k",1734,"231,488k",1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,"1,749k",1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,0,1734,"2,7k",1734,"2,3k"
1735,"286,756k",1735,231k,1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,"1,732k",1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,0,1735,"2,7k",1735,"2,3k"
