t (s) - HBT Measurement,Start-Stop Historam (events per second) - HBT Measurement
0,0.350007
"176,367p",1.22503
"352,734p",1.07502
"529,101p",0.95002
"705,467p",1.05002
"881,834p",1.37503
"1,0582n",1.15002
"1,23457n",1.62503
"1,41093n",1.95004
"1,5873n",1.55003
"1,76367n",1.97504
"1,94004n",2.47505
"2,1164n",2.22505
"2,29277n",3.47507
"2,46914n",4.9501
"2,6455n",5.95012
"2,82187n",8.82518
"2,99824n",12.7003
"3,1746n",18.2254
"3,35097n",28.7756
"3,52734n",41.7759
"3,7037n",61.7763
"3,88007n",88.1018
"4,05644n",117.127
"4,2328n",130.678
"4,40917n",114.577
"4,58554n",87.8018
"4,7619n",51.9511
"4,93827n",31.5757
"5,11464n",18.7754
"5,29101n",10.0502
"5,46737n",5.17511
"5,64374n",3.85008
"5,82011n",2.35005
"5,99647n",1.85004
"6,17284n",1.10002
"6,34921n",1.02502
"6,52557n",0.825017
"6,70194n",1.10002
"6,87831n",1.37503
"7,05467n",1.12502
"7,23104n",1.02502
"7,40741n",0.700014
"7,58377n",0.97502
"7,76014n",0.95002
"7,93651n",1.00002
"8,11287n",1.30003
"8,28924n",1.20002
"8,46561n",1.00002
"8,64198n",1.05002
"8,81834n",0.925019
"8,99471n",1.22503
"9,17108n",0.925019
"9,34744n",1.15002
"9,52381n",0.925019
"9,70018n",0.900019
"9,87654n",1.40003
