fecha de inicio :	2022-02-17
hora de inicio :	13:47:20,85046
tasa de muestreo :	100 Hz
	
tiempo desde inicio (s)	voltaje (V)
0,00000	0,46875
0,00992	0,46875
0,01984	0,47363
0,02977	0,46875
0,03969	0,47363
0,04961	0,47363
0,05953	0,46875
0,06945	0,46875
0,07937	0,46875
0,08930	0,46875
0,09922	0,47363
0,10914	0,46875
0,11906	0,46875
0,12898	0,46875
0,13890	0,47363
0,14883	0,47363
0,15875	0,46875
0,16867	0,47363
0,17859	0,46875
0,18851	0,46875
0,19844	0,47852
0,20836	0,46875
0,21828	0,46875
0,22820	0,46875
0,23812	0,47363
0,24804	0,46875
0,25797	0,46875
0,26789	0,46875
0,27781	0,46387
0,28773	0,46875
0,29765	0,46875
0,30758	0,46875
0,31750	0,46875
0,32742	0,46875
0,33734	0,46875
0,34726	0,46875
0,35718	0,46387
0,36711	0,46875
0,37703	0,46875
0,38695	0,46875
0,39687	0,46875
0,40679	0,47852
0,41671	0,46875
0,42664	0,47852
0,43656	0,46875
0,44648	0,46875
0,45640	0,46875
0,46632	0,46875
0,47625	0,47363
0,48617	0,46875
0,49609	0,47363
0,50601	0,46875
0,51593	0,46875
0,52585	0,46387
0,53578	0,46875
0,54570	0,46875
0,55562	0,46875
0,56554	0,46875
0,57546	0,47363
0,58538	0,46387
0,59531	0,46387
0,60523	0,47363
0,61515	0,46875
0,62507	0,46875
0,63499	0,46875
0,64492	0,46875
0,65484	0,47363
0,66476	0,46875
0,67468	0,46875
0,68460	0,46875
0,69452	0,47363
0,70445	0,46387
0,71437	0,46875
0,72429	0,46875
0,73421	0,46875
0,74413	0,47852
0,75406	0,46875
0,76398	0,47363
0,77390	0,47852
0,78382	0,46387
0,79374	0,46875
0,80366	0,46875
0,81359	0,46875
0,82351	0,46875
0,83343	0,47363
0,84335	0,46875
0,85327	0,46875
0,86319	0,46875
0,87312	0,46875
0,88304	0,47363
0,89296	0,47363
0,90288	0,47363
0,91280	0,46875
0,92273	0,46875
0,93265	0,47363
0,94257	0,46875
0,95249	0,46875
0,96241	0,46875
0,97233	0,46387
0,98226	0,46875
0,99218	0,47363
1,00210	0,46387
1,01202	0,47852
1,02194	0,46875
1,03186	0,46875
1,04179	0,46875
1,05171	0,46875
1,06163	0,47363
1,07155	0,47363
1,08147	0,46875
1,09140	0,47363
1,10132	0,47363
1,11124	0,46387
1,12116	0,47363
1,13108	0,46875
1,14100	0,46875
1,15093	0,47363
1,16085	0,46875
1,17077	0,46875
1,18069	0,46875
1,19061	0,47363
1,20053	0,46387
1,21046	0,46875
1,22038	0,47363
1,23030	0,47852
1,24022	0,46875
1,25014	0,47852
1,26007	0,46387
1,26999	0,46875
1,27991	0,46875
1,28983	0,47363
1,29975	0,48340
1,30967	0,46875
1,31960	0,46875
1,32952	0,47363
1,33944	0,46875
1,34936	0,46875
1,35928	0,46387
1,36921	0,46875
1,37913	0,46875
1,38905	0,47363
1,39897	0,47363
1,40889	0,46387
1,41881	0,46875
1,42874	0,46875
1,43866	0,46875
1,44858	0,47363
1,45850	0,46875
