Time - Singles 1,Count rates (per second) - Singles 1,Time - Singles 2,Count rates (per second) - Singles 2,Time - Singles 3,Count rates (per second) - Singles 3,Time - Singles 4,Count rates (per second) - Singles 4,Time - Singles 5,Count rates (per second) - Singles 5,Time - Singles 6,Count rates (per second) - Singles 6,Time - Singles 7,Count rates (per second) - Singles 7,Time - Singles 8,Count rates (per second) - Singles 8,Time - Coinc 1+2,Count rates (per second) - Coinc 1+2,Time - Coinc 1+3,Count rates (per second) - Coinc 1+3,Time - Coinc 1+4,Count rates (per second) - Coinc 1+4,Time - Coinc 2+3,Count rates (per second) - Coinc 2+3,Time - Coinc 2+4,Count rates (per second) - Coinc 2+4,Time - Coinc 3+4,Count rates (per second) - Coinc 3+4,Time - Coinc 1+2+3,Count rates (per second) - Coinc 1+2+3,Time - Coinc 1+2+4,Count rates (per second) - Coinc 1+2+4,Time - Coinc 1+3+4,Count rates (per second) - Coinc 1+3+4,Time - Coinc 2+3+4,Count rates (per second) - Coinc 2+3+4,Time - Coinc 1+2+3+4,Count rates (per second) - Coinc 1+2+3+4,Time - Plot 19,Count rates (per second) - Plot 19,Time - Plot 20,Count rates (per second) - Plot 20
8920,"16,269k",8920,"13,081k",8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,0,8920,"2,7k",8920,"2,3k"
8921,"16,409k",8921,"13,156k",8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,3,8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,0,8921,"2,7k",8921,"2,3k"
8922,"16,561k",8922,"13,164k",8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,2,8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,0,8922,"2,7k",8922,"2,3k"
8923,"16,266k",8923,"13,008k",8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,1,8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,0,8923,"2,7k",8923,"2,3k"
8924,"16,168k",8924,"13,02k",8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,4,8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,0,8924,"2,7k",8924,"2,3k"
8925,"16,198k",8925,"13,22k",8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,3,8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,0,8925,"2,7k",8925,"2,3k"
8926,"16,155k",8926,"13,146k",8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,3,8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,0,8926,"2,7k",8926,"2,3k"
8927,"16,36k",8927,"13,126k",8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,1,8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,0,8927,"2,7k",8927,"2,3k"
8928,"16,353k",8928,"13,173k",8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,1,8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,0,8928,"2,7k",8928,"2,3k"
8929,"16,395k",8929,"13,256k",8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,2,8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,0,8929,"2,7k",8929,"2,3k"
8930,"16,416k",8930,"13,198k",8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,5,8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,0,8930,"2,7k",8930,"2,3k"
8931,"16,743k",8931,"13,368k",8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,2,8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,0,8931,"2,7k",8931,"2,3k"
8932,"16,543k",8932,"13,316k",8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,3,8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,0,8932,"2,7k",8932,"2,3k"
8933,"16,313k",8933,"13,269k",8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,4,8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,0,8933,"2,7k",8933,"2,3k"
8934,"16,383k",8934,"13,126k",8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,4,8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,0,8934,"2,7k",8934,"2,3k"
8935,"16,622k",8935,"13,045k",8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,5,8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,0,8935,"2,7k",8935,"2,3k"
8936,"16,3k",8936,"13,161k",8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,2,8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,0,8936,"2,7k",8936,"2,3k"
8937,"16,252k",8937,"13,15k",8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,1,8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,0,8937,"2,7k",8937,"2,3k"
8938,"16,343k",8938,"13,204k",8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,0,8938,"2,7k",8938,"2,3k"
8939,"16,321k",8939,"13,123k",8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,7,8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,0,8939,"2,7k",8939,"2,3k"
8940,"16,195k",8940,"13,122k",8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,4,8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,0,8940,"2,7k",8940,"2,3k"
8941,"16,629k",8941,"13,161k",8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,2,8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,0,8941,"2,7k",8941,"2,3k"
8942,"16,302k",8942,"13,084k",8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,3,8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,0,8942,"2,7k",8942,"2,3k"
8943,"16,597k",8943,"13,139k",8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,1,8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,0,8943,"2,7k",8943,"2,3k"
8944,"16,515k",8944,"13,164k",8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,2,8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,0,8944,"2,7k",8944,"2,3k"
